"player_name","pro_pos","nic_year","school","size_score","athleticism_score","cfr_score","pff_score","production_score","cfr_ratio","pff_ratio","final_score","was_starter_proba","was_pro_bowler_proba","started_year1_proba","started_year2_proba","started_year3_proba","combine_person_id","ebs_id","final_pos_class_rank","production_pos_class_rank","athleticism_pos_class_rank"
"Shawn Crable","ED",2008,"Michigan","75.1987000","51.6400000","88.4100000",NULL,"84.5700000","1.0000000","0.0000000","71.2600000","0.3707000","0.0715000","0.0883000","0.2804000","0.2305000",NULL,NULL,12,3,26
"Angelo Craig","ED",2008,"Cincinnati","70.2066000","52.8800000","51.0000000",NULL,"51.0000000","1.0000000","0.0000000","51.4700000","0.0609000","0.0177000","0.0246000","0.0327000","0.0610000",NULL,NULL,31,30,24
"Corey Crawford","ED",2015,"Clemson","87.7935000","61.4100000","53.1600000",NULL,"51.9700000","1.0000000","0.0000000","59.3200000","0.1048000","0.0169000","0.0343000","0.0321000","0.1016000",NULL,NULL,26,28,23
"Jack Crawford","ED",2012,"Penn State","80.1240000","78.8100000","60.9800000",NULL,"60.3000000","1.0000000","0.0000000","69.0000000","0.1866000","0.0585000","0.0517000","0.2116000","0.1183000",NULL,NULL,15,22,6
"Tyrone Crawford","ED",2012,"Boise State","79.5882000","69.7300000","68.7500000",NULL,"69.3100000","1.0000000","0.0000000","70.6800000","0.3085000","0.0547000","0.0495000","0.2780000","0.1531000",NULL,NULL,13,13,14
"Scott Crichton","ED",2014,"Oregon State","71.2632000","70.1300000","80.9300000",NULL,"77.7600000","1.0000000","0.0000000","74.3100000","0.3270000","0.0782000","0.1265000","0.2654000","0.2427000",NULL,NULL,11,9,14
"Jared Crick","ED",2012,"Nebraska","74.2780000","55.5500000","61.3300000",NULL,"61.5800000","1.0000000","0.0000000","63.6400000","0.2194000","0.0420000","0.0466000","0.2125000","0.1406000",NULL,NULL,20,20,26
"Maxx Crosby","ED",2019,"Eastern Michigan","71.7816000","88.5100000","76.8100000","78.5100000","74.2200000","0.5300000","0.4700000","76.3300000","0.2175000","0.1290000","0.0846000","0.1683000","0.1627000",NULL,NULL,8,14,1
"Vinny Curry","ED",2012,"Marshall","69.7706000","57.4400000","86.5900000",NULL,"86.4200000","1.0000000","0.0000000","75.2500000","0.5299000","0.0712000","0.1826000","0.3247000","0.2981000",NULL,NULL,10,2,23
"Marcus Davenport","ED",2018,"UTSA","79.9443000","76.7600000","76.5300000","79.3200000","81.4700000","0.5300000","0.4700000","81.9500000","0.6692000","0.2413000","0.3756000","0.5164000","0.5259000",NULL,NULL,3,3,9
"Jamal Davis II","ED",2019,"Akron","68.1468000","75.3800000","75.3900000","64.4500000","65.2400000","0.5300000","0.4700000","66.1800000","0.0848000","0.0386000","0.0318000","0.0380000","0.0863000",NULL,NULL,22,22,12
"Bruce Davis","ED",2008,"UCLA","69.5545000","51.0000000","83.6400000",NULL,"80.8700000","1.0000000","0.0000000","70.0300000","0.3792000","0.0464000","0.0864000","0.2771000","0.2149000",NULL,NULL,13,6,27
"Dexter Davis","ED",2010,"Arizona State","59.1134000","62.8300000","68.1900000",NULL,"64.3500000","1.0000000","0.0000000","59.7400000","0.0564000","0.0360000","0.0276000","0.0291000","0.0643000",NULL,NULL,27,22,25
"Hall Davis","ED",2010,"Louisiana","79.2413000","64.0200000","51.0000000",NULL,"52.5500000","1.0000000","0.0000000","62.8300000","0.1806000","0.0230000","0.0344000","0.1986000","0.1349000",NULL,NULL,22,32,24
"Will Davis","ED",2009,"Illinois","61.5730000","57.6500000","59.4100000",NULL,"58.2500000","1.0000000","0.0000000","58.5700000","0.0739000","0.0187000","0.0294000","0.0677000","0.0550000",NULL,NULL,20,20,17
"Victor DeGrate","ED",2007,"Oklahoma State","65.7912000","52.7700000","67.9600000",NULL,"63.4600000","1.0000000","0.0000000","54.5600000","0.0472000","0.0193000","0.0281000","0.0289000","0.0510000",NULL,NULL,29,16,26
"Johnny Dingle","ED",2008,"West Virginia","64.4426000","62.5200000","74.2400000",NULL,"68.3400000","1.0000000","0.0000000","60.0400000","0.0527000","0.0195000","0.0250000","0.0421000","0.0721000",NULL,NULL,22,14,19
"Demarcus Dobbs","ED",2011,"Georgia","76.6918000","61.5200000","51.0000000",NULL,"50.2900000","1.0000000","0.0000000","57.5800000","0.0810000","0.0172000","0.0241000","0.0330000","0.0920000",NULL,NULL,25,28,23
"Kevin Dodd","ED",2016,"Clemson","83.3064000","65.6600000","84.4200000","86.0200000","85.5700000","0.5300000","0.4700000","76.9400000","0.4280000","0.0892000","0.2241000","0.2785000","0.3220000",NULL,NULL,7,5,19
"Elvis Dumervil","ED",2006,"Louisville","55.7204000","75.5800000","93.3700000",NULL,"86.4600000","1.0000000","0.0000000","76.4500000","0.2662000","0.1022000","0.0868000","0.1791000","0.1846000",NULL,NULL,6,3,9
"Carlos Dunlap","ED",2010,"Florida","87.8019000","69.5100000","70.4900000",NULL,"74.7600000","1.0000000","0.0000000","76.0300000","0.5790000","0.0753000","0.1416000","0.4277000","0.3978000",NULL,NULL,7,11,9
"Bud Dupree","ED",2015,"Kentucky","72.7539000","90.1300000","81.7200000",NULL,"84.4800000","1.0000000","0.0000000","86.7600000","0.6538000","0.2381000","0.4689000","0.5676000","0.5409000",NULL,NULL,2,5,2
"Kony Ealy","ED",2014,"Missouri","80.1189000","70.5300000","71.8600000",NULL,"74.4000000","1.0000000","0.0000000","75.0400000","0.4633000","0.0722000","0.0752000","0.3341000","0.3582000",NULL,NULL,9,11,12
"Kasim Edebali","ED",2014,"Boston College","62.4464000","58.6100000","73.0300000",NULL,"67.4000000","1.0000000","0.0000000","58.6300000","0.0530000","0.0306000","0.0357000","0.0386000","0.0467000",NULL,NULL,24,14,23
"Lavar Edwards","ED",2013,"LSU","86.0756000","77.7800000","54.7300000",NULL,"55.4500000","1.0000000","0.0000000","67.5100000","0.2093000","0.0653000","0.0478000","0.1778000","0.1274000",NULL,NULL,16,24,10
"Mario Edwards","ED",2015,"Florida State","74.3181000","68.3600000","62.2200000",NULL,"66.2000000","1.0000000","0.0000000","70.3700000","0.3596000","0.0216000","0.0396000","0.2751000","0.2577000",NULL,NULL,14,16,16
"Pannel Egboh","ED",2009,"Stanford","91.7114000","67.1100000","51.9300000",NULL,"51.0200000","1.0000000","0.0000000","59.7000000","0.0902000","0.0220000","0.0363000","0.0278000","0.0835000",NULL,NULL,18,26,7
"Duke Ejiofor","ED",2018,"Wake Forest","77.8363000","69.4600000","79.3200000","73.9100000","74.7000000","0.5300000","0.4700000","72.0500000","0.2834000","0.0438000","0.0848000","0.2305000","0.2087000",NULL,NULL,13,5,16
"Ken Ekanem","ED",2017,"Virginia Tech","63.0400000","56.8400000","68.3000000","73.7900000","65.7300000","0.5300000","0.4700000","58.8300000","0.0570000","0.0208000","0.0273000","0.0676000","0.0495000",NULL,NULL,27,22,29
"Chris Ellis","ED",2008,"Virginia Tech","72.0462000","64.3000000","63.5100000",NULL,"65.2400000","1.0000000","0.0000000","69.1400000","0.3476000","0.0882000","0.0425000","0.2310000","0.2201000",NULL,NULL,14,20,17
"Ricky Elmore","ED",2011,"Arizona","63.6657000","52.5300000","72.9100000",NULL,"68.7300000","1.0000000","0.0000000","60.2800000","0.0671000","0.0213000","0.0223000","0.0776000","0.0636000",NULL,NULL,21,15,26
"IK Enemkpali","ED",2014,"Louisiana Tech","62.7987000","56.3000000","65.6200000",NULL,"61.7700000","1.0000000","0.0000000","56.2400000","0.0682000","0.0261000","0.0247000","0.0386000","0.0499000",NULL,NULL,28,20,25
"Larry English","ED",2009,"Northern Illinois","63.4355000","56.7700000","77.6700000",NULL,"81.5900000","1.0000000","0.0000000","75.2500000","0.6341000","0.1124000","0.3246000","0.3996000","0.3704000",NULL,NULL,7,5,18
"Maurice Evans","ED",2009,"Penn State","72.3350000","51.0000000","73.9300000",NULL,"68.1000000","1.0000000","0.0000000","57.8800000","0.0720000","0.0227000","0.0266000","0.0359000","0.0660000",NULL,NULL,21,13,22
"Kyler Fackrell","ED",2016,"Utah State","69.4538000","66.3900000","71.3400000",NULL,"73.8700000","1.0000000","0.0000000","73.1200000","0.4648000","0.0483000","0.1020000","0.2753000","0.2912000",NULL,NULL,9,11,18
"Jason Fanaika","ED",2016,"Utah","66.9404000","70.4400000","64.6700000","65.6200000","61.2600000","0.5300000","0.4700000","62.7400000","0.0765000","0.0257000","0.0253000","0.0407000","0.0800000",NULL,NULL,22,21,9
"Clelin Ferrell","ED",2019,"Clemson","77.8838000","70.4800000","84.8400000","83.1200000","90.3700000","0.5300000","0.4700000","84.2900000","0.6849000","0.4104000","0.4789000","0.5863000","0.4800000",NULL,NULL,5,3,17
"Kylie Fitts","ED",2018,"Utah","71.5530000","93.3800000","60.1000000","64.0900000","61.0700000","0.5300000","0.4700000","71.8600000","0.1282000","0.0719000","0.0551000","0.1090000","0.1209000",NULL,NULL,15,23,1
"Trey Flowers","ED",2015,"Arkansas","72.5398000","67.5200000","73.6900000",NULL,"72.5600000","1.0000000","0.0000000","70.4000000","0.2491000","0.0190000","0.0615000","0.2449000","0.2071000",NULL,NULL,13,11,18
"Leonard Floyd","ED",2016,"Georgia","71.3979000","77.1500000","63.1900000","75.4000000","79.3600000","0.5300000","0.4700000","82.7300000","0.6697000","0.2860000","0.4943000","0.5520000","0.5678000",NULL,NULL,4,7,3
"Dee Ford","ED",2014,"Auburn","62.9583000","78.6900000","73.5700000",NULL,"74.6000000","1.0000000","0.0000000","77.3300000","0.4079000","0.2028000","0.0730000","0.2613000","0.3291000",NULL,NULL,7,10,4
"Dante Fowler","ED",2015,"Florida","70.5164000","69.2000000","75.0600000",NULL,"83.4100000","1.0000000","0.0000000","82.8900000","0.7242000","0.4672000","0.3753000","0.5774000","0.5997000",NULL,NULL,3,6,14
"Justin Francis","ED",2012,"Rutgers","71.4044000","67.2900000","66.8300000",NULL,"62.5900000","1.0000000","0.0000000","59.0300000","0.0504000","0.0296000","0.0255000","0.0299000","0.0667000",NULL,NULL,24,19,15
"Junior Galette","ED",2010,"Stillman","63.9314000","75.7900000","66.3700000",NULL,"62.2300000","1.0000000","0.0000000","65.4000000","0.0550000","0.0829000","0.0266000","0.0291000","0.0605000",NULL,NULL,17,26,6
"Myles Garrett","ED",2017,"Texas A&M","84.9912000","91.1200000","85.2800000","89.0900000","96.9600000","0.5300000","0.4700000","96.5200000","0.7427000","0.5074000","0.6076000","0.6308000","0.6349000",NULL,NULL,1,1,3
"Rashan Gary","ED",2019,"Michigan","81.9857000","83.7400000","61.7500000","68.8400000","74.6500000","0.5300000","0.4700000","81.8800000","0.5638000","0.2964000","0.4420000","0.5541000","0.4083000",NULL,NULL,6,13,6
"James Gayle","ED",2014,"Virginia Tech","67.9436000","78.1400000","68.1300000",NULL,"63.6000000","1.0000000","0.0000000","67.4700000","0.0736000","0.0970000","0.0314000","0.0406000","0.0668000",NULL,NULL,14,18,6
"Clifton Geathers","ED",2010,"South Carolina","99.0000000","68.0100000","53.8500000",NULL,"53.9300000","1.0000000","0.0000000","62.3700000","0.0992000","0.0232000","0.0452000","0.0712000","0.0932000",NULL,NULL,25,31,12
"Jeremy Geathers","ED",2008,"UNLV","64.6899000","51.0000000","61.6100000",NULL,"58.5300000","1.0000000","0.0000000","52.8800000","0.0631000","0.0172000","0.0246000","0.0336000","0.0586000",NULL,NULL,30,24,27
"Vernon Gholston","ED",2008,"Ohio State","74.1071000","89.4800000","83.2700000",NULL,"86.9400000","1.0000000","0.0000000","88.2700000","0.7405000","0.3910000","0.3790000","0.5726000","0.5976000",NULL,NULL,2,2,1
"William Gholston","ED",2013,"Michigan State","88.1488000","58.4100000","57.1700000",NULL,"58.3500000","1.0000000","0.0000000","64.4100000","0.2475000","0.0423000","0.0729000","0.2097000","0.1878000",NULL,NULL,20,17,24
"Thaddeus Gibson","ED",2010,"Ohio State","60.2300000","60.3900000","63.2600000",NULL,"63.0800000","1.0000000","0.0000000","65.4700000","0.2464000","0.0279000","0.0550000","0.1824000","0.1797000",NULL,NULL,16,25,26
"Wallace Gilberry","ED",2008,"Alabama","71.6510000","60.2200000","87.9600000",NULL,"79.0000000","1.0000000","0.0000000","64.0100000","0.0525000","0.0224000","0.0361000","0.0438000","0.0785000",NULL,NULL,17,9,20
"Markus Golden","ED",2015,"Missouri","59.6263000","55.0200000","76.4600000",NULL,"75.8400000","1.0000000","0.0000000","69.2500000","0.3267000","0.0578000","0.0497000","0.2835000","0.2034000",NULL,NULL,15,8,29
"Jerry Hughes","ED",2010,"TCU","63.3003000","85.1200000","86.4200000",NULL,"88.3800000","1.0000000","0.0000000","85.9900000","0.7149000","0.2852000","0.4027000","0.4514000","0.4927000",NULL,NULL,2,2,2
"Malliciah Goodman","ED",2013,"Clemson","87.9722000","64.1100000","56.1800000",NULL,"57.5800000","1.0000000","0.0000000","65.1300000","0.2209000","0.0400000","0.0519000","0.2078000","0.1793000",NULL,NULL,18,20,20
"Brandon Graham","ED",2010,"Michigan","63.5114000","81.3900000","89.6700000",NULL,"93.3300000","1.0000000","0.0000000","90.5700000","0.7422000","0.5192000","0.5749000","0.6012000","0.5884000",NULL,NULL,1,1,3
"Carl Granderson","ED",2019,"Wyoming","75.3331000","66.5800000","69.8700000","60.5500000","61.5500000","0.5300000","0.4700000","60.4500000","0.0729000","0.0256000","0.0279000","0.0376000","0.0637000",NULL,NULL,25,26,20
"Gerri Green","ED",2019,"Mississippi State","68.7983000","70.8000000","54.9700000","62.9800000","56.4300000","0.5300000","0.4700000","59.6300000","0.0654000","0.0240000","0.0299000","0.0375000","0.0600000",NULL,NULL,26,28,16
"Randy Gregory","ED",2015,"Nebraska","69.6961000","70.9300000","71.2300000",NULL,"78.1700000","1.0000000","0.0000000","80.4500000","0.7112000","0.3799000","0.3852000","0.5714000","0.3973000",NULL,NULL,4,7,13
"Everson Griffen","ED",2010,"USC","72.2259000","81.3100000","63.3800000",NULL,"63.1700000","1.0000000","0.0000000","71.6700000","0.2793000","0.0586000","0.0493000","0.1966000","0.2056000",NULL,NULL,10,24,4
"Geneo Grissom","ED",2015,"Oklahoma","71.5718000","72.3400000","60.2500000",NULL,"61.7000000","1.0000000","0.0000000","67.5800000","0.2220000","0.0181000","0.0372000","0.1614000","0.1800000",NULL,NULL,17,19,11
"Quentin Groves","ED",2008,"Auburn","73.3067000","76.8100000","62.6800000",NULL,"67.8500000","1.0000000","0.0000000","75.9600000","0.4736000","0.1393000","0.1760000","0.3285000","0.4001000",NULL,NULL,6,15,7
"Obum Gwacham","ED",2015,"Oregon State","76.0074000","68.6200000","51.0400000",NULL,"50.4500000","1.0000000","0.0000000","59.9900000","0.0766000","0.0252000","0.0426000","0.0315000","0.0805000",NULL,NULL,25,29,15
"Daeshon Hall","ED",2017,"Texas A&M","84.3073000","76.7000000","72.0900000","63.2400000","69.0900000","0.5300000","0.4700000","72.7800000","0.3197000","0.0742000","0.0801000","0.2341000","0.1727000",NULL,NULL,17,19,9
"Greg Hardy","ED",2010,"Ole Miss","81.7043000","64.8700000","71.5700000",NULL,"67.6900000","1.0000000","0.0000000","64.5800000","0.0845000","0.0244000","0.0331000","0.0856000","0.0790000",NULL,NULL,18,18,19
"Eli Harold","ED",2015,"Virginia","64.7144000","83.5400000","71.7400000",NULL,"73.4700000","1.0000000","0.0000000","76.9900000","0.4375000","0.0897000","0.0574000","0.2482000","0.2962000",NULL,NULL,8,9,6
"Chris Harrington","ED",2008,"Texas A&M","73.6587000","67.3800000","59.2500000",NULL,"58.1200000","1.0000000","0.0000000","62.0500000","0.0706000","0.0177000","0.0281000","0.0806000","0.0763000",NULL,NULL,19,25,13
"Charles Harris","ED",2017,"Missouri","63.2050000","56.4600000","78.7500000","86.7700000","84.9300000","0.5300000","0.4700000","75.7000000","0.6205000","0.0706000","0.2689000","0.4229000","0.3761000",NULL,NULL,12,5,30
"Derrick Harvey","ED",2008,"Florida","85.9726000","69.8600000","78.2000000",NULL,"84.4200000","1.0000000","0.0000000","83.2100000","0.6947000","0.4698000","0.4068000","0.5943000","0.5546000",NULL,NULL,3,4,12
"Marquis Haynes","ED",2018,"Ole Miss","59.7188000","53.2200000","80.5500000","68.2900000","73.4100000","0.5300000","0.4700000","66.1700000","0.2029000","0.0593000","0.0471000","0.1616000","0.2003000",NULL,NULL,18,7,24
"Eric Henderson","ED",2006,"Georgia Tech","66.9829000","74.0300000","66.8900000",NULL,"62.6300000","1.0000000","0.0000000","62.9900000","0.0848000","0.0259000","0.0242000","0.0296000","0.0681000",NULL,NULL,22,14,12
"Trey Hendrickson","ED",2017,"Florida Atlantic","69.4600000","90.3700000","78.9100000","87.1700000","80.6300000","0.5300000","0.4700000","81.5800000","0.4340000","0.1945000","0.1170000","0.2716000","0.2368000",NULL,NULL,6,7,4
"Justin Hickman","ED",2007,"UCLA","62.8496000","58.6700000","86.9600000",NULL,"78.2200000","1.0000000","0.0000000","61.6400000","0.0485000","0.0334000","0.0383000","0.0365000","0.0497000",NULL,NULL,23,6,24
"Shawn Lauvao","G",2010,"Arizona State","72.9900000","76.3100000",NULL,NULL,"68.1500000","0.0000000","0.0000000","75.2100000","0.7290000","0.0584000","0.4947000","0.5491000","0.5644000",NULL,NULL,6,6,3
"Louis Holmes","ED",2008,"Arizona","75.4201000","70.5700000","51.0000000",NULL,"50.2900000","1.0000000","0.0000000","58.9300000","0.0689000","0.0209000","0.0281000","0.0327000","0.0796000",NULL,NULL,23,31,10
"Justin Houston","ED",2011,"Georgia","76.8890000","84.2400000","78.0500000",NULL,"76.5300000","1.0000000","0.0000000","78.5400000","0.4739000","0.1110000","0.0313000","0.3305000","0.2709000",NULL,NULL,8,7,3
"Marcus Howard","ED",2008,"Georgia","52.1626000","84.6700000","69.5900000",NULL,"66.9900000","1.0000000","0.0000000","72.7800000","0.1350000","0.1710000","0.0506000","0.1981000","0.1030000",NULL,NULL,11,17,3
"Adrian Hubbard","ED",2014,"Alabama","81.7379000","75.2700000","57.7200000",NULL,"55.5100000","1.0000000","0.0000000","63.1800000","0.0760000","0.0353000","0.0431000","0.0386000","0.0678000",NULL,NULL,17,27,9
"Sam Hubbard","ED",2018,"Ohio State","78.8856000","74.5200000","69.2500000","75.9200000","73.9700000","0.5300000","0.4700000","73.9500000","0.3562000","0.0482000","0.0836000","0.2044000","0.2744000",NULL,NULL,7,6,12
"Margus Hunt","ED",2013,"SMU","91.3182000","91.6800000","62.9400000",NULL,"68.0600000","1.0000000","0.0000000","80.4000000","0.5956000","0.1692000","0.1676000","0.3137000","0.4939000",NULL,NULL,5,8,2
"Danielle Hunter","ED",2015,"LSU","76.7151000","79.4600000","64.1900000",NULL,"67.9000000","1.0000000","0.0000000","74.5000000","0.4518000","0.0346000","0.0451000","0.3269000","0.2872000",NULL,NULL,11,14,8
"Kerry Hyder","ED",2014,"Texas Tech","78.3699000","61.6200000","70.7700000",NULL,"65.6500000","1.0000000","0.0000000","62.7400000","0.0932000","0.0390000","0.0255000","0.0402000","0.0807000",NULL,NULL,19,17,19
"Martin Ifedi","ED",2015,"Memphis","76.8354000","61.7800000","69.3100000",NULL,"63.6800000","1.0000000","0.0000000","58.9200000","0.0586000","0.0172000","0.0382000","0.0315000","0.0690000",NULL,NULL,27,17,22
"Carl Ihenacho","ED",2010,"San Jose State","65.8942000","64.9200000","72.9700000",NULL,"67.3600000","1.0000000","0.0000000","59.0200000","0.0547000","0.0310000","0.0258000","0.0291000","0.0562000",NULL,NULL,29,19,18
"Melvin Ingram","ED",2012,"South Carolina","59.7905000","90.8600000","74.1200000",NULL,"79.8300000","1.0000000","0.0000000","85.1200000","0.6528000","0.3124000","0.4563000","0.4968000","0.3847000",NULL,NULL,2,4,2
"Bruce Irvin","ED",2012,"West Virginia","65.1337000","96.5100000","79.4100000",NULL,"82.9400000","1.0000000","0.0000000","87.2000000","0.6505000","0.2704000","0.4849000","0.4463000","0.4470000",NULL,NULL,1,3,1
"Kenny Iwebema","ED",2008,"Iowa","76.6788000","63.2800000","55.9700000",NULL,"57.4100000","1.0000000","0.0000000","64.3500000","0.2136000","0.0263000","0.0449000","0.1635000","0.1867000",NULL,NULL,16,27,18
"Branden Jackson","ED",2016,"Texas Tech","76.4747000","57.7900000","51.0000000","51.0000000","50.2900000","0.5300000","0.4700000","55.0100000","0.0741000","0.0187000","0.0239000","0.0279000","0.0783000",NULL,NULL,28,28,27
"Joe Jackson","ED",2019,"Miami (FL)","80.9966000","64.4000000","74.5500000","80.3800000","74.8100000","0.5300000","0.4700000","69.2700000","0.1920000","0.0604000","0.0647000","0.1901000","0.1593000",NULL,NULL,20,11,21
"Lawrence Jackson","ED",2008,"USC","79.7345000","72.5200000","78.2800000",NULL,"82.0600000","1.0000000","0.0000000","80.1400000","0.6658000","0.1283000","0.3288000","0.5128000","0.5264000",NULL,NULL,4,5,8
"Tim Jamison","ED",2009,"Michigan","67.6418000","51.0000000","65.3300000",NULL,"61.4200000","1.0000000","0.0000000","53.6000000","0.0470000","0.0202000","0.0255000","0.0278000","0.0477000",NULL,NULL,26,19,22
"Jamaar Jarrett","ED",2012,"Arizona State","74.1094000","55.9700000","51.0000000",NULL,"50.2900000","1.0000000","0.0000000","53.3900000","0.0580000","0.0222000","0.0251000","0.0299000","0.0723000",NULL,NULL,27,28,25
"Jackson Jeffcoat","ED",2014,"Texas","67.6426000","80.9300000","92.0000000",NULL,"82.1400000","1.0000000","0.0000000","74.4800000","0.0965000","0.1797000","0.0618000","0.0690000","0.0934000",NULL,NULL,10,7,2
"CeCe Jefferson","ED",2019,"Florida","68.4024000","51.9100000","55.7600000","59.3300000","55.2900000","0.5300000","0.4700000","52.3000000","0.0484000","0.0171000","0.0248000","0.0375000","0.0594000",NULL,NULL,31,29,31
"Jalen Jelks","ED",2019,"Oregon","80.1016000","54.9300000","65.9100000","70.4800000","66.9300000","0.5300000","0.4700000","64.2000000","0.1783000","0.0255000","0.0506000","0.1801000","0.1393000",NULL,NULL,24,21,30
"Brandon Jenkins","ED",2013,"Florida State","65.1253000","51.0000000","74.3700000",NULL,"70.7000000","1.0000000","0.0000000","64.7600000","0.2256000","0.0302000","0.0499000","0.2024000","0.1567000",NULL,NULL,19,6,27
"Jordan Jenkins","ED",2016,"Georgia","71.7632000","68.8900000","69.0300000","63.4800000","70.0500000","0.5300000","0.4700000","71.0200000","0.2958000","0.0363000","0.0530000","0.2532000","0.2524000",NULL,NULL,10,14,13
"Cam Johnson","ED",2012,"Virginia","74.2924000","72.2900000","64.4300000",NULL,"61.4300000","1.0000000","0.0000000","61.3300000","0.0522000","0.0296000","0.0290000","0.0299000","0.0736000",NULL,NULL,22,21,12
"Charles Johnson","ED",2007,"Georgia","74.1599000","72.1100000","77.2300000",NULL,"75.8900000","1.0000000","0.0000000","75.1600000","0.4462000","0.0675000","0.0660000","0.3436000","0.2580000",NULL,NULL,10,10,12
"Michael Johnson","ED",2009,"Georgia Tech","86.6144000","81.2300000","74.6200000",NULL,"73.8600000","1.0000000","0.0000000","77.6600000","0.3750000","0.2066000","0.0794000","0.2872000","0.3011000",NULL,NULL,5,10,3
"Chandler Jones","ED",2012,"Syracuse","86.5431000","72.0100000","64.0100000",NULL,"73.4000000","1.0000000","0.0000000","79.6700000","0.6314000","0.3134000","0.5185000","0.5950000","0.4648000",NULL,NULL,5,11,13
"Datone Jones","ED",2013,"UCLA","77.2827000","78.2600000","75.6500000",NULL,"80.0200000","1.0000000","0.0000000","82.3600000","0.7019000","0.2021000","0.4259000","0.5615000","0.5351000",NULL,NULL,3,2,9
"Jarvis Jones","ED",2013,"Georgia","61.9352000","71.9200000","96.9600000",NULL,"96.5700000","1.0000000","0.0000000","83.1400000","0.5964000","0.1558000","0.3927000","0.4440000","0.3680000",NULL,NULL,2,1,13
"Cameron Jordan","ED",2011,"California","87.7111000","76.4300000","67.8500000",NULL,"73.9600000","1.0000000","0.0000000","78.7800000","0.6091000","0.1242000","0.4118000","0.4959000","0.4305000",NULL,NULL,7,10,7
"Dion Jordan","ED",2013,"Oregon","77.2669000","68.0900000","57.6300000",NULL,"67.0300000","1.0000000","0.0000000","75.1400000","0.6153000","0.2501000","0.3081000","0.5244000","0.4020000",NULL,NULL,6,9,17
"Ufomba Kamalu","ED",2016,"Miami (FL)","93.0996000","62.4700000","51.0000000","51.0000000","50.2900000","0.5300000","0.4700000","59.0600000","0.0999000","0.0257000","0.0384000","0.0305000","0.0853000",NULL,NULL,25,28,24
"Bronson Kaufusi","ED",2016,"Brigham Young","92.0048000","75.8400000","83.5100000","85.3500000","81.8600000","0.5300000","0.4700000","77.6700000","0.3107000","0.1821000","0.1396000","0.2547000","0.2367000",NULL,NULL,5,6,4
"Stansly Maponga","ED",2013,"TCU","68.1990000","81.7800000","57.4500000",NULL,"57.5600000","1.0000000","0.0000000","69.7900000","0.1880000","0.0981000","0.0500000","0.2177000","0.1541000",NULL,NULL,14,21,5
"Ryan Kerrigan","ED",2011,"Purdue","74.5815000","75.7400000","99.0000000",NULL,"99.0000000","1.0000000","0.0000000","91.3100000","0.7170000","0.4828000","0.6786000","0.6207000","0.5478000",NULL,NULL,3,1,8
"Arden Key","ED",2018,"LSU","68.7649000","53.8600000","67.2300000","71.3700000","70.0500000","0.5300000","0.4700000","64.9100000","0.2033000","0.0262000","0.0418000","0.1387000","0.1789000",NULL,NULL,20,15,22
"Hau'oli Kikaha","ED",2015,"Washington","62.5816000","68.3200000","98.1500000",NULL,"95.5300000","1.0000000","0.0000000","79.6800000","0.3895000","0.0728000","0.1772000","0.3232000","0.3079000",NULL,NULL,5,1,17
"Sergio Kindle","ED",2010,"Texas","65.8838000","67.6900000","72.2600000",NULL,"75.2900000","1.0000000","0.0000000","74.4300000","0.4850000","0.0878000","0.1283000","0.2697000","0.3056000",NULL,NULL,8,10,13
"Jammie Kirlew","ED",2010,"Indiana","61.5680000","55.2000000","82.9100000",NULL,"75.7900000","1.0000000","0.0000000","62.1800000","0.0516000","0.0436000","0.0457000","0.0291000","0.0572000",NULL,NULL,26,9,28
"Joe Kruger","ED",2013,"Utah","85.7708000","72.8400000","59.6400000",NULL,"57.7100000","1.0000000","0.0000000","62.3200000","0.0764000","0.0211000","0.0349000","0.0368000","0.0765000",NULL,NULL,23,19,12
"Paul Kruger","ED",2009,"Utah","72.0462000","58.8700000","72.3200000",NULL,"75.3400000","1.0000000","0.0000000","72.1800000","0.4543000","0.0855000","0.1113000","0.2870000","0.3295000",NULL,NULL,10,8,15
"Harold Landry","ED",2018,"Boston College","63.6744000","91.4000000","86.0700000","65.2700000","82.3600000","0.5300000","0.4700000","85.0200000","0.6037000","0.2995000","0.3377000","0.4108000","0.4516000",NULL,NULL,2,2,2
"Brandon Lang","ED",2010,"Troy","68.7440000","53.0000000","78.5900000",NULL,"71.7200000","1.0000000","0.0000000","57.2000000","0.0522000","0.0258000","0.0246000","0.0291000","0.0669000",NULL,NULL,31,12,29
"Demarcus Lawrence","ED",2014,"Boise State","68.0772000","56.2200000","80.7400000",NULL,"86.4000000","1.0000000","0.0000000","78.3300000","0.6558000","0.3472000","0.4634000","0.4287000","0.4309000",NULL,NULL,5,4,26
"Carl Lawson","ED",2017,"Auburn","59.5600000","79.7300000","70.7100000","83.3600000","75.5700000","0.5300000","0.4700000","76.2100000","0.3423000","0.1675000","0.0465000","0.2432000","0.2374000",NULL,NULL,10,14,8
"Shaq Lawson","ED",2016,"Clemson","69.2850000","80.2100000","87.3400000","80.0100000","88.2600000","0.5300000","0.4700000","85.3600000","0.7106000","0.2625000","0.4963000","0.4989000","0.5221000",NULL,NULL,2,3,2
"Jonathan Ledbetter","ED",2019,"Georgia","82.5505000","57.1400000","51.0000000","61.2600000","54.0400000","0.5300000","0.4700000","56.6900000","0.0758000","0.0212000","0.0268000","0.0375000","0.0735000",NULL,NULL,28,30,29
