index,Column1,Name,Nic_year,Position,Strengths,Weaknesses,player_x,join_slug,player_id,player_y,position,WAR,strengths_processed,weaknesses_processed,combined_text,athleticism_sentiment,playmaking_sentiment,off-field_sentiment,physical_sentiment,top_bigrams,similar_1_name,similar_1_score,similar_2_name,similar_2_score,similar_3_name,similar_3_score,similar_4_name,similar_4_score,similar_5_name,similar_5_score,join_slug_1,WAR_1,join_slug_2,WAR_2,join_slug_3,WAR_3,join_slug_4,WAR_4,join_slug_5,WAR_5,max_similarity,prediction
323,65,JUWAN JOHNSON,2020,WR,"Imposing target with proportionate thickness and bulk owns the long arms that makes some offensive linemen jealous  expanding his catch radius and
turning inaccurate throws into completions flexible athlete with the body control to adjust his frame strong to the football bursts off his plant foot to create initial
separation on slants and posts transitions his weight well to sink and limit wasted motion at the stem able to drive corners off his route competitive ball carrier
after the catch  running with toughness and balance enjoys overpowering defensive backs as a blocker  driving them off the screen ","Doesn t run away from anyone on tape and his timed speed backs that up unpolished route runner  tipping his path and failing to set up defensive
backs late to adjust to catchable targets makes spectacular grabs  but goes through focus spells  eight drops in 2019  physical defensive backs can too easily
disrupt his timing rhythm battled injuries over his career  missing time at Penn State due to ankle injuries  October 2018  and sitting out the first four games of his
senior year with a soft tissue injury  September 2019  his football character and passion have been questioned  NFL scout   I have no clue what motivates this guy 
He s tough to figure out  meaning our coaches won t have much patience with him   ",juwan johnson,juwan johnson-WR,28305,juwan johnson,WR,0.0484475,imposing target proportionate thickness bulk owns long arm make offensive linemen jealous expanding catch radius turning inaccurate throw completion flexible athlete body control adjust frame strong football burst plant foot create initial separation slant post transition weight well sink limit wasted motion stem able drive corner route competitive ball carrier catch running toughness balance enjoys overpowering defensive back blocker driving screen,run away anyone tape timed speed back unpolished route runner tipping path failing set defensive back late adjust catchable target make spectacular grab go focus spell eight drop physical defensive back easily disrupt timing rhythm battled injury career missing time penn state due ankle injury october sitting first four game senior year soft tissue injury september football character passion questioned nfl scout clue motivates guy tough figure meaning coach much patience,imposing target proportionate thickness bulk owns long arm make offensive linemen jealous expanding catch radius turning inaccurate throw completion flexible athlete body control adjust frame strong football burst plant foot create initial separation slant post transition weight well sink limit wasted motion stem able drive corner route competitive ball carrier catch running toughness balance enjoys overpowering defensive back blocker driving screen run away anyone tape timed speed back unpolished route runner tipping path failing set defensive back late adjust catchable target make spectacular grab go focus spell eight drop physical defensive back easily disrupt timing rhythm battled injury career missing time penn state due ankle injury october sitting first four game senior year soft tissue injury september football character passion questioned nfl scout clue motivates guy tough figure meaning coach much patience,1,-0.441,-0.09776,0.23725,"['defensive back', 'ankle injury', 'athlete body', 'ball carrier', 'body control', 'battled injury', 'burst plant', 'catch radius', 'corner route', 'create initial']",emanuel hall-WR,0.5016,tyler scott-WR,0.4966,puka nacua-WR,0.4687,austin mack-WR,0.4676,darius slayton-WR,0.4263,emanuel hall-WR,-0.05,tyler scott-WR,-0.039362047,puka nacua-WR,0.527044793,austin mack-WR,0.019437906,darius slayton-WR,0.061777419,2.3608,0.100738555
324,66,QUEZ WATKINS,2020,WR,"Elite top end speed with the natural acceleration to glide passed defenders hits the turbo button with the ball in his hands rare arm length for an
athlete of his stature snares the football well away from his body with quick hands to pluck tracks vertically over his shoulder with the body control to adjust on the
fly quick footed to get in out of his breaks return experience on special teams  averaging 9 2 yards per punt return with one score  17 156 1  excellent starting
production  leading the team in receiving each of the last two seasons  finishing his career No  3 in school history in catches and receiving yards ","Owns a sprinter s body with thin pegs and lean muscle below average functional strength and can be knocked off balance by a cool breeze doesn t
have the core strength to break tackles or power through contact shrinks vs  physical defensive backs and will struggle to defeat press coverage needs more glass in
his diet quick footed  but doesn t use sink in his redirect  creating a hitch that defenders can read too easily disrupted mid route with questionable route
awareness plays with steady hands  but often looks to run before securing  disturbing his finishing focus loses too many 50 50 balls disinterested as a
blocker found himself suspended from the program due to academic trouble ",quez watkins,quez watkins-WR,61664,quez watkins,WR,-0.047505788,elite top end speed natural acceleration glide passed defender hit turbo button ball hand rare arm length athlete stature snare football well away body quick hand pluck track vertically shoulder body control adjust fly quick footed get break return experience special team averaging yard per punt return one score excellent starting production leading team receiving last two season finishing career school history catch receiving yard,owns sprinter body thin peg lean muscle average functional strength knocked balance cool breeze core strength break tackle power contact shrink physical defensive back struggle defeat press coverage need glass diet quick footed use sink redirect creating hitch defender read easily disrupted mid route questionable route awareness play steady hand often look run securing disturbing finishing focus loses many ball disinterested blocker found suspended program due academic trouble,elite top end speed natural acceleration glide passed defender hit turbo button ball hand rare arm length athlete stature snare football well away body quick hand pluck track vertically shoulder body control adjust fly quick footed get break return experience special team averaging yard per punt return one score excellent starting production leading team receiving last two season finishing career school history catch receiving yard owns sprinter body thin peg lean muscle average functional strength knocked balance cool breeze core strength break tackle power contact shrink physical defensive back struggle defeat press coverage need glass diet quick footed use sink redirect creating hitch defender read easily disrupted mid route questionable route awareness play steady hand often look run securing disturbing finishing focus loses many ball disinterested blocker found suspended program due academic trouble,0.96,0.605057143,-0.73095,-0.3846,"['quick footed', 'averaging yard', 'arm length', 'ball hand', 'body control', 'break tackle', 'catch receiving', 'coverage need', 'defeat press', 'defensive back']",tee higgins-WR,0.6346,jaylen waddle-WR,0.5905,mecole hardman-WR,0.5789,isaiah coulter-WR,0.5579,jordan humphrey-WR,0.5557,tee higgins-WR,0.45704486,jaylen waddle-WR,0.472029242,mecole hardman-WR,0.141803258,isaiah coulter-WR,0.014132563,jordan humphrey-WR,-0.05,2.9176,0.216261105
325,67,KALIJA LIPSCOMB,2020,WR,"Adequate height weight  but terrific length strong handed receiver excellent tracking and ball skills varies his speed to create spacing opportunities
on vertical patterns coordinated footwork at the stem to create leverage vs  coverage  opening catch and run opportunities quickly tucks the ball away to become
a ball carrier has some shake after the catch  using a strong plant foot to stop  cut and go sturdy body type with deceiving run power doesn t look to escape out of
bounds and gets as much yardage as he can finished his career fourth all time in catches  198  in school history and second in touchdown catches  22    two behind
Jordan Matthews ","Dull after the catch lacks dynamic burst in short areas dull outside releases and has trouble vs  aggressive contact build up speed and doesn t eat
up much cushion not a true deep threat  averaging under 11 0 yards per catch the last two seasons can be out muscled in a crowd average body definition and
needs to commit himself in the weight room need to see more toughness and sustain as a blocker missed one game as a senior  November 2019  due to  personal
reasons   coach Derek Mason said it was not a disciplinary matter or injury  ",kalija lipscomb,kalija lipscomb-WR,,,,-0.05,adequate height weight terrific length strong handed receiver excellent tracking ball skill varies speed create spacing opportunity vertical pattern coordinated footwork stem create leverage coverage opening catch run opportunity quickly tuck ball away become ball carrier shake catch using strong plant foot stop cut sturdy body type deceiving run power look escape bound get much yardage finished career fourth time catch school history second touchdown catch two behind jordan matthew,dull catch lack dynamic burst short area dull outside release trouble aggressive contact build speed eat much cushion true deep threat averaging yard per catch last two season muscled crowd average body definition need commit weight room need see toughness sustain blocker missed one game senior november due personal reason coach derek mason said disciplinary matter injury,adequate height weight terrific length strong handed receiver excellent tracking ball skill varies speed create spacing opportunity vertical pattern coordinated footwork stem create leverage coverage opening catch run opportunity quickly tuck ball away become ball carrier shake catch using strong plant foot stop cut sturdy body type deceiving run power look escape bound get much yardage finished career fourth time catch school history second touchdown catch two behind jordan matthew dull catch lack dynamic burst short area dull outside release trouble aggressive contact build speed eat much cushion true deep threat averaging yard per catch last two season muscled crowd average body definition need commit weight room need see toughness sustain blocker missed one game senior november due personal reason coach derek mason said disciplinary matter injury,-0.0162,-0.23575,-0.91484,0.003,"['adequate height', 'average body', 'averaging yard', 'ball away', 'ball carrier', 'ball skill', 'body type', 'build speed', 'catch last', 'catch run']",devin duvernay-WR,0.6373,rondale moore-WR,0.6321,deebo samuel-WR,0.5791,donovan peoplesjones-WR,0.5582,mike strachan-WR,0.5538,devin duvernay-WR,-0.047972262,rondale moore-WR,-0.074170867,deebo samuel-WR,0.405560341,donovan peoplesjones-WR,0.104190282,mike strachan-WR,-0.05,2.9605,0.063459849
326,68,LAWRENCE CAGER,2020,WR,"Big bodied target with elite arm length hand strength to secure outside frame and drops were rare  only one drop in 2019  provides a large strike
zone for his quarterback and wins jump balls natural body control to excel on back shoulder throws locates and tracks well downfield boxes out without extending
his arms to push off understands route depth and timing  making him a quarterback s best friend production improved each season and quickly emerged as
Georgia s top target in 2019 when he was healthy ","Average speed player dull footwork at the top of routes and lacks explosiveness in his movements  creating efficiency issues at the stem nonthreatening YAC weapon  lacking the elusive traits or twitch to make defenders miss comes off the line of scrimmage too tall with a bad habit of prematurely
revealing his intentions should be a better run blocker for a player his size durability is a red flag  injured his left ankle during practice  November 2019  and
required surgery  ending his senior season  missed three games  and parts of others  due to a separated shoulder and bruised ribs  October 2019   suffered a torn ACL
and meniscus in his right knee  July 2016   missing the season 

 60 ",lawrence cager,lawrence cager-WR,34914,lawrence cager,WR,-0.038036918,big bodied target elite arm length hand strength secure outside frame drop rare one drop provides large strike zone quarterback win jump ball natural body control excel back shoulder throw locates track well downfield box without extending arm push understands route depth timing making quarterback best friend production improved season quickly emerged georgia top target healthy,average speed player dull footwork top route lack explosiveness movement creating efficiency issue stem nonthreatening yac weapon lacking elusive trait twitch make defender miss come line scrimmage tall bad habit prematurely revealing intention better run blocker player size durability red flag injured left ankle practice november required surgery ending senior season missed three game part others due separated shoulder bruised rib october suffered torn acl meniscus right knee july missing season,big bodied target elite arm length hand strength secure outside frame drop rare one drop provides large strike zone quarterback win jump ball natural body control excel back shoulder throw locates track well downfield box without extending arm push understands route depth timing making quarterback best friend production improved season quickly emerged georgia top target healthy average speed player dull footwork top route lack explosiveness movement creating efficiency issue stem nonthreatening yac weapon lacking elusive trait twitch make defender miss come line scrimmage tall bad habit prematurely revealing intention better run blocker player size durability red flag injured left ankle practice november required surgery ending senior season missed three game part others due separated shoulder bruised rib october suffered torn acl meniscus right knee july missing season,0.503016667,-0.518433333,-1,-0.130133333,"['arm length', 'average speed', 'back shoulder', 'bad habit', 'big bodied', 'bodied target', 'body control', 'defender miss', 'elusive trait', 'footwork top']",collin johnson-WR,0.711,ben skowronek-WR,0.6203,jalen hurd-WR,0.6013,drake london-WR,0.5678,van jefferson-WR,0.5269,collin johnson-WR,0.017236277,ben skowronek-WR,-0.05,jalen hurd-WR,-0.05,drake london-WR,0.529196407,van jefferson-WR,-0.138954726,3.0273,0.058942777
327,69,AUSTIN MACK,2020,WR,"Understands the importance of setting up and selling routes mixes his gears mid pattern with strong plant and drive out of his breaks above average
length for the position  which translates to an impressive catch radius adjusts well to the ball in flight  showing excellent coordination along the sideline doesn t
allow impending contact to disrupt his focus clamp grip on the football once he secures it  finishing through contact large  physical hands and takes his downfield
blocking very seriously his coaches say he was a leader in the wide receiver room ","More frustrating drops on his tape than you want to see ordinary deep speed lacks suddenness in his cuts to separate on demand or make
defenders miss not straight line explosive and won t power through tackle attempts wasn t a big play threat in Ohio State s offense  recording only three catches of
25 plus yards the last two seasons gives defenders a large target vs  press durability was an issue for him throughout his career  including missing the final six
games of his junior year with a broken fifth metatarsal in his left foot  October 2018   which required surgery below average production ",austin mack,austin mack-WR,28070,austin mack,WR,0.019437906,understands importance setting selling route mix gear mid pattern strong plant drive break average length position translates impressive catch radius adjusts well ball flight showing excellent coordination along sideline allow impending contact disrupt focus clamp grip football secures finishing contact large physical hand take downfield blocking seriously coach say leader wide receiver room,frustrating drop tape want see ordinary deep speed lack suddenness cut separate demand make defender miss straight line explosive power tackle attempt big play threat ohio state offense recording three catch plus yard last two season give defender large target press durability issue throughout career including missing final six game junior year broken fifth metatarsal left foot october required surgery average production,understands importance setting selling route mix gear mid pattern strong plant drive break average length position translates impressive catch radius adjusts well ball flight showing excellent coordination along sideline allow impending contact disrupt focus clamp grip football secures finishing contact large physical hand take downfield blocking seriously coach say leader wide receiver room frustrating drop tape want see ordinary deep speed lack suddenness cut separate demand make defender miss straight line explosive power tackle attempt big play threat ohio state offense recording three catch plus yard last two season give defender large target press durability issue throughout career including missing final six game junior year broken fifth metatarsal left foot october required surgery average production,-0.120833333,-0.1453625,-0.929442857,0.452133333,"['along sideline', 'average length', 'average production', 'ball flight', 'big play', 'career including', 'catch plus', 'catch radius', 'coach say', 'deep speed']",collin johnson-WR,0.6915,isaiah hodgins-WR,0.5815,darius slayton-WR,0.5451,drake london-WR,0.531,tylan wallace-WR,0.5302,collin johnson-WR,0.017236277,isaiah hodgins-WR,-0.018086334,darius slayton-WR,0.061777419,drake london-WR,0.529196407,tylan wallace-WR,-0.002926955,2.8793,0.109237653
328,70,KENDALL HINTON,2020,WR,"Coordinated athlete in space shows better route polish than expected for a receiver with his inexperience efficient change of direction to sink and
snap off patterns  leaving defenders behind able to make tacklers miss on comebacks or curl routes natural hand eye coordination with large hands tracks the
football well to adjust mid air and finish contested catches added return duties to his resume in 2019  averaging 7 0 yards per punt return  13 91 0  and 17 8 yards
per kick return  8 142 0  NFL scouts say he is well respected on campus for his competitive toughness and attitude ","Lacks ideal experience at the position with a limited inventory of routes still learning the detailed nuances to set up defenders or disguise his
patterns doesn t boast imposing height  length or growth potential allows physical defenders to bump him off his route path won t have a high success rate of
finishing 50 50 balls at the NFL level his catch point technique has room for improvement  logging eight drops in 2019 missed two games as a senior due to a
hamstring strain  September 2019   missed most of the 2016 season due to a left knee injury  September 2016  ",kendall hinton,kendall hinton-WR,,,,-0.05,coordinated athlete space show better route polish expected receiver inexperience efficient change direction sink snap pattern leaving defender behind able make tackler miss comeback curl route natural hand eye coordination large hand track football well adjust mid air finish contested catch added return duty resume averaging yard per punt return yard per kick return nfl scout say well respected campus competitive toughness attitude,lack ideal experience position limited inventory route still learning detailed nuance set defender disguise pattern boast imposing height length growth potential allows physical defender bump route path high success rate finishing ball nfl level catch point technique room improvement logging eight drop missed two game senior due hamstring strain september missed season due left knee injury september,coordinated athlete space show better route polish expected receiver inexperience efficient change direction sink snap pattern leaving defender behind able make tackler miss comeback curl route natural hand eye coordination large hand track football well adjust mid air finish contested catch added return duty resume averaging yard per punt return yard per kick return nfl scout say well respected campus competitive toughness attitude lack ideal experience position limited inventory route still learning detailed nuance set defender disguise pattern boast imposing height length growth potential allows physical defender bump route path high success rate finishing ball nfl level catch point technique room improvement logging eight drop missed two game senior due hamstring strain september missed season due left knee injury september,-0.1514,-0.1971625,-0.8386,-0.6469,"['yard per', 'averaging yard', 'catch point', 'better route', 'contested catch', 'due hamstring', 'due left', 'eight drop', 'eye coordination', 'football well']",shi smith-WR,0.4884,dwayne eskridge-WR,0.4523,kj hamler-WR,0.4488,bryan edwards-WR,0.3977,james proche-WR,0.3934,shi smith-WR,-0.107000927,dwayne eskridge-WR,-0.019033116,kj hamler-WR,-0.063611298,bryan edwards-WR,0.023922635,james proche-WR,-0.012961334,2.1806,-0.038980849
329,71,AARON FULLER,2020,WR,"Sudden footwork to seamlessly transition out of his breaks tough to tackle on bubble or slip screens  using patience and shifty moves below average
arm length  but finds a way to expand his catch radius and pluck the football tougher than he looks  absorbing blows and completing the catch experienced punt
returner  averaging 8 1 yards per return with one score in college  48 390 1  accountable and the son of a football coach receptions increased each of his four
seasons ","Undersized with smaller features  appearing maxed out at 190 pounds quicker than fast  lacking ideal long speed for the position battled drops on
tape and worries too much about his surroundings fazed by traffic and unreliable in contested situations unimpressive YAC weapon and too easily grounded by
single tacklers in space  leaving yardage on the field below average play strength out muscled by cornerbacks on the perimeter missed playing time as a senior
due to a left ankle injury  October 2019  ",aaron fuller,aaron fuller-WR,47537,aaron fuller,WR,0.018873461,sudden footwork seamlessly transition break tough tackle bubble slip screen using patience shifty move average arm length find way expand catch radius pluck football tougher look absorbing blow completing catch experienced punt returner averaging yard per return one score college accountable son football coach reception increased four season,undersized smaller feature appearing maxed pound quicker fast lacking ideal long speed position battled drop tape worry much surroundings fazed traffic unreliable contested situation unimpressive yac weapon easily grounded single tackler space leaving yardage field average play strength muscled cornerback perimeter missed playing time senior due left ankle injury october,sudden footwork seamlessly transition break tough tackle bubble slip screen using patience shifty move average arm length find way expand catch radius pluck football tougher look absorbing blow completing catch experienced punt returner averaging yard per return one score college accountable son football coach reception increased four season undersized smaller feature appearing maxed pound quicker fast lacking ideal long speed position battled drop tape worry much surroundings fazed traffic unreliable contested situation unimpressive yac weapon easily grounded single tackler space leaving yardage field average play strength muscled cornerback perimeter missed playing time senior due left ankle injury october,-0.074025,-0.1888,-0.5633,-0.8507,"['ankle injury', 'arm length', 'average play', 'averaging yard', 'catch radius', 'contested situation', 'drop tape', 'due left', 'expand catch', 'experienced punt']",dwayne eskridge-WR,0.5906,wandale robinson-WR,0.5651,penny hart-WR,0.5213,rakim jarrett-WR,0.5113,rondale moore-WR,0.5025,dwayne eskridge-WR,-0.019033116,wandale robinson-WR,0.107937184,penny hart-WR,0.001880516,rakim jarrett-WR,0.009786165,rondale moore-WR,-0.074170867,2.6908,0.006863187
330,72,OMAR BAYLESS,2020,WR,"Solidly built with adequate length strong at the catch point  attacking with a  my ball  attitude filled up the highlight reel with one handed  fullextension grabs smooth body control to contort and highpoint doesn t allow defenders to out physical him mid route snatches without breaking stride to
efficiently transition to a runner balanced ball carrier to make a move or force missed tackles elite production as a senior  setting the single season school and
conference records for receiving yards and touchdown grabs ","One speed  monotone runner and lacks an explosive top gear choppy at the stem and struggles to uncover out of his breaks struggles to set up
defenders  telegraphing his route intentions not going to elude or run away from pursuit in the NFL like he did in the Sun Belt strong hands  but inconsistent focus 
leading to drops attracts attention from officials when he extends to push off defenders disappointing blocker and doesn t sustain on the perimeter doesn t offer
special teams value ",omar bayless,omar bayless-WR,,,,-0.05,solidly built adequate length strong catch point attacking ball attitude filled highlight reel one handed fullextension grab smooth body control contort highpoint allow defender physical mid route snatch without breaking stride efficiently transition runner balanced ball carrier make move force missed tackle elite production senior setting single season school conference record receiving yard touchdown grab,one speed monotone runner lack explosive top gear choppy stem struggle uncover break struggle set defender telegraphing route intention going elude run away pursuit nfl like sun belt strong hand inconsistent focus leading drop attracts attention official extends push defender disappointing blocker sustain perimeter offer special team value,solidly built adequate length strong catch point attacking ball attitude filled highlight reel one handed fullextension grab smooth body control contort highpoint allow defender physical mid route snatch without breaking stride efficiently transition runner balanced ball carrier make move force missed tackle elite production senior setting single season school conference record receiving yard touchdown grab one speed monotone runner lack explosive top gear choppy stem struggle uncover break struggle set defender telegraphing route intention going elude run away pursuit nfl like sun belt strong hand inconsistent focus leading drop attracts attention official extends push defender disappointing blocker sustain perimeter offer special team value,0.021725,-0.2578,-0.195333333,0.7034,"['attention official', 'away pursuit', 'ball carrier', 'body control', 'breaking stride', 'catch point', 'explosive top', 'force missed', 'highlight reel', 'lack explosive']",simi fehoko-WR,0.5156,hakeem butler-WR,0.5122,travis fulgham-WR,0.4512,jamarr chase-WR,0.4301,frank darby-WR,0.4282,simi fehoko-WR,-0.025488311,hakeem butler-WR,-0.05,travis fulgham-WR,0.099607212,jamarr chase-WR,0.76028065,frank darby-WR,0.003978813,2.3373,0.143281323
564,32,JAMARR CHASE,2021,WR,"Elite toughness and body control for the position master artist at tracking  elevating and making grabs over defenders physical  fluid adjustment skills
when attacking the football  especially downfield and along the sideline runs with strong acceleration and gear change to create vertical spacing outstanding
reflexes and hand eye coordination to stab the ball away from his body keeps his body free to make plays  fighting off aggressive coverage slips the jam and sets up
defensive backs with sudden feet hands tremendous after catch skills with his body power  burst and balance to create  leading the country in receiving yards after
contact  411  in 2019 proven chain mover with 85 1  of his college catches resulting in a first down or touchdown defenders better finish him to the ground  led all
FBS receivers with 23 broken tackles in 2019  very hungry competitor and was awarded the No  7 jersey for the 2020 season owns  great character  and
 outstanding leadership   according to LSU head coach Ed Orgeron remarkable production  setting LSU and SEC records for receiving yards and touchdown grabs in a
single season in 2019 ","Only adequate height length will tip his hand early in the route based on his leverage and steps his physical nature downfield will earn him extra
attention from officials strong hands  but will have the occasional focus drop  10 career drops  his senior year of high school ended early due to a partial tear of his
PCL in his right knee  November 2017  only one season of production at the college level and benefited from elite talent around him  including three first round
picks in the 2020 NFL Draft  Joe Burrow  Justin Jefferson  Clyde Edwards Helaire  ",jamarr chase,jamarr chase-WR,84270,jamarr chase,WR,0.76028065,elite toughness body control position master artist tracking elevating making grab defender physical fluid adjustment skill attacking football especially downfield along sideline run strong acceleration gear change create vertical spacing outstanding reflex hand eye coordination stab ball away body keep body free make play fighting aggressive coverage slip jam set defensive back sudden foot hand tremendous catch skill body power burst balance create leading country receiving yard contact proven chain mover college catch resulting first touchdown defender better finish ground led fbs receiver broken tackle hungry competitor awarded jersey season owns great character outstanding leadership according lsu head coach orgeron remarkable production setting lsu sec record receiving yard touchdown grab single season,adequate height length tip hand early route based leverage step physical nature downfield earn extra attention official strong hand occasional focus drop career drop senior year high school ended early due partial tear pcl right knee november one season production college level benefited elite talent around including three first round pick nfl draft joe burrow justin jefferson clyde edward helaire,elite toughness body control position master artist tracking elevating making grab defender physical fluid adjustment skill attacking football especially downfield along sideline run strong acceleration gear change create vertical spacing outstanding reflex hand eye coordination stab ball away body keep body free make play fighting aggressive coverage slip jam set defensive back sudden foot hand tremendous catch skill body power burst balance create leading country receiving yard contact proven chain mover college catch resulting first touchdown defender better finish ground led fbs receiver broken tackle hungry competitor awarded jersey season owns great character outstanding leadership according lsu head coach orgeron remarkable production setting lsu sec record receiving yard touchdown grab single season adequate height length tip hand early route based leverage step physical nature downfield earn extra attention official strong hand occasional focus drop career drop senior year high school ended early due partial tear pcl right knee november one season production college level benefited elite talent around including three first round pick nfl draft joe burrow justin jefferson clyde edward helaire,0.98824,0.9683,0.9878,0.92512,"['receiving yard', 'adjustment skill', 'along sideline', 'attention official', 'away body', 'ball away', 'body control', 'body power', 'adequate height', 'broken tackle']",malik washington-WR,0.6192,tyler johnson-WR,0.5952,nico collins-WR,0.5932,stanley morgan-WR,0.5549,john metchie-WR,0.5242,malik washington-WR,0.023920914,tyler johnson-WR,-0.073151288,nico collins-WR,0.419661979,stanley morgan-WR,-0.013658718,john metchie-WR,-0.016517396,2.8867,0.070661318
565,33,JAYLEN WADDLE,2021,WR,"Special athleticism  including multiple gears  swivel hips and a low center of gravity stacks corners vertically  cutting off defenders to win over the top
 averaged 18 9 yards per catch in his career  which is second best in school history behind Ozzie Newsome s 20 3  hits the gas out of his breaks  using late
explosiveness to demolish man zone coverage consistently makes the first man miss and creates misjudged pursuit angles due to his ability to masterfully shift
between speeds  52 7  of his career receiving yards came after the catch  shows an instinctive feel for space as a route runner and ball carrier impressive tracking
skills and coordination  not requiring pinpoint accurate passes dynamic return skills  averaging 19 3 yards per punt return  38 733 2  and 26 8 yards per kick return
 8 214 1  with three special teams touchdowns well liked by his teammates and one of the most popular players in the Alabama program a  phenomenal
competitor   according to Crimson Tide head coach Nick Saban   He s one of those guys like Allen Iverson  Kobe Bryant  Michael Jordan  They can make plays when
nobody else can make that same play  He s one of those guys    ","Smallish target with unimpressive size measurables able to elevate and make plays in contested windows  but will occasionally mistime his high point
attempts guilty of focus drops or allowing targets into his body  seven career drops  benefited from a scheme that helped create separation for him and his routerunning skills are still developing doesn t have the body power to be a high volume tackle breaker in the NFL below average execution as a blocker  lacking sustain
strength and consistent technique single digit career starts only adequate career production with his best statistical season coming as a true freshman medicals
will be important after suffering a fractured right ankle  October 2020  on a kickoff return  requiring season ending surgery ",jaylen waddle,jaylen waddle-WR,84088,jaylen waddle,WR,0.472029242,special athleticism including multiple gear swivel hip low center gravity stack corner vertically cutting defender win top averaged yard per catch career second best school history behind ozzie newsome hit gas break using late explosiveness demolish man zone coverage consistently make first man miss creates misjudged pursuit angle due ability masterfully shift speed career receiving yard came catch show instinctive feel space route runner ball carrier impressive tracking skill coordination requiring pinpoint accurate pass dynamic return skill averaging yard per punt return yard per kick return three special team touchdown well liked teammate one popular player alabama program phenomenal competitor according crimson tide head coach nick saban one guy like allen iverson kobe bryant michael jordan make play nobody else make play one guy,smallish target unimpressive size measurables able elevate make play contested window occasionally mistime high point attempt guilty focus drop allowing target body seven career drop benefited scheme helped create separation routerunning skill still developing body power high volume tackle breaker nfl average execution blocker lacking sustain strength consistent technique single digit career start adequate career production best statistical season coming true freshman medical important suffering fractured right ankle october kickoff return requiring season ending surgery,special athleticism including multiple gear swivel hip low center gravity stack corner vertically cutting defender win top averaged yard per catch career second best school history behind ozzie newsome hit gas break using late explosiveness demolish man zone coverage consistently make first man miss creates misjudged pursuit angle due ability masterfully shift speed career receiving yard came catch show instinctive feel space route runner ball carrier impressive tracking skill coordination requiring pinpoint accurate pass dynamic return skill averaging yard per punt return yard per kick return three special team touchdown well liked teammate one popular player alabama program phenomenal competitor according crimson tide head coach nick saban one guy like allen iverson kobe bryant michael jordan make play nobody else make play one guy smallish target unimpressive size measurables able elevate make play contested window occasionally mistime high point attempt guilty focus drop allowing target body seven career drop benefited scheme helped create separation routerunning skill still developing body power high volume tackle breaker nfl average execution blocker lacking sustain strength consistent technique single digit career start adequate career production best statistical season coming true freshman medical important suffering fractured right ankle october kickoff return requiring season ending surgery,0.348283333,0.10878,0.255085714,-0.640066667,"['yard per', 'make play', 'averaged yard', 'averaging yard', 'came catch', 'career drop', 'career production', 'career receiving', 'catch career', 'contested window']",devonta smith-WR,0.7134,jermaine burton-WR,0.6888,james proche-WR,0.6411,jhaquan jackson-WR,0.6342,xavier worthy-WR,0.6279,devonta smith-WR,0.537773306,jermaine burton-WR,-0.012844885,james proche-WR,-0.012961334,jhaquan jackson-WR,0.022109065,xavier worthy-WR,0.195929558,3.3054,0.152337432
